id,correct,amount
24006,0,4000
24039,1,2000
24059,1,2800
24072,1,2000
24087,0,1000
24120,0,1200
24121,1,1000
24160,0,3000
24177,1,2400
24179,0,5000
24218,0,1000
24245,1,2000
24255,1,4000
24285,0,1600
24309,1,2000
24314,0,1800
24334,1,2600
24368,1,2400
24372,1,3000
24404,1,1400
24424,1,1200
24427,1,2000
24467,0,2000
24495,0,3000
24496,1,3000
24518,1,800
24552,1,2000
24555,1,4800
24579,1,3200
24601,0,15000
24612,1,10000
24643,1,1000
24665,0,3000
24667,1,2400
24709,1,600
24727,1,3000
24736,1,3600
24767,1,2000
24788,0,4000
24792,1,2000
24860,1,4000
24867,1,3000
24882,1,600
24913,0,2000
24920,1,2000
24957,1,2000
24979,1,3200
24981,0,600
25002,1,1400
25039,1,2400
25048,1,2000
25077,0,1800
25098,0,2000
25102,0,2000
25121,1,1200
25153,0,2000
25158,1,2000
25199,1,1000
25212,1,2000
25216,1,1200
25263,1,2000
25283,1,1000
25294,1,2000
25320,1,1000
25343,0,1200
25350,0,2200
25364,1,1600
25404,1,2600
25411,0,4500
25448,1,1000
25465,0,2000
25467,0,2000
25512,1,1200
25544,0,2400
25545,1,2000
25565,0,2000
25589,1,1000
25608,0,800
25622,0,1000
25662,1,2600
25701,1,2200
25727,1,7600
25728,1,7600
25760,1,1000
25787,1,3000
25788,1,1000
25822,0,1000
25840,0,1600
25843,0,2000
25876,0,1000
25892,0,400
25899,1,600
25934,1,1200
25939,0,2000
25955,0,3000
25983,0,1000
26014,0,2000
26030,0,600
26058,1,4000
26064,1,6000
26089,0,1000
26118,1,3600
26120,1,3000
26156,1,1800
26191,1,2200
26200,1,6000
26222,1,2000
26251,1,4000
26258,0,8000
26279,0,4000
26310,1,6000
26311,0,11000
26348,1,1200
26364,1,3000
26374,1,2000
26406,0,1000
26446,1,6000
26450,1,2000
26487,0,1000
26498,1,2000
26523,1,2400
26555,1,2000
26570,0,5000
26584,0,2000
26617,0,1600
26636,0,5000
26640,1,2000
26667,1,2000
26694,1,3000
26707,1,5000
26738,1,800
26762,1,3400
26775,1,6000
26797,1,1800
26827,1,10000
26829,0,5200
26871,1,1200
26891,0,2000
26899,0,4000
26925,1,800
26946,1,2000
26961,0,2400
26975,1,1400
27008,1,1000
27022,0,4000
27046,0,1000
27073,1,1600
27082,0,2800
27115,0,1000
27140,1,2000
27145,1,2400
27179,1,1000
27186,0,2000
27202,0,2200
27238,1,2000
27266,0,6000
27268,1,3000
27305,1,2400
27329,0,3200
27333,1,7000
27358,1,2000
27403,0,4600
27406,0,2000
27436,1,1000
27458,1,4000
27461,1,2000
27501,1,1400
27525,1,3000
27526,1,4000
27551,1,1000
27574,1,1600
27579,0,2400
27620,0,800
27628,1,8000
27636,1,5000
27682,0,1400
27695,1,2200
27701,1,2000
27739,0,2200
27757,1,1000
27770,0,4200
27801,1,2600
27827,1,6000
27829,1,6000
27859,0,1400
27891,1,3000
27893,1,2000
27922,1,1000
27946,1,2000
27961,1,2000
27980,1,3400
28013,1,5200
28015,0,7800
28044,0,1600
28079,1,1200
28082,0,1600
28108,1,600
28142,1,1800
28145,1,3000
28170,1,1000
28198,1,2000
28206,1,2000
28227,1,1000
28258,1,800
28262,1,2000
28297,0,3000
28321,0,2200
28325,0,4000
28355,0,1000
28373,1,5000
28386,1,3000
28414,0,2000
28433,0,4000
28436,1,2000
28471,1,1200
28486,0,6000
28495,1,2000
28536,0,1400
28556,0,8000
28572,1,6000
28599,0,1600
28627,0,4000
28632,0,7000
28648,0,1400
28675,1,4200
28679,1,8000
28705,1,1000
28733,1,2000
28737,1,1200
28782,1,1200
28802,0,6000
28804,0,3400
28852,1,2000
28869,1,2200
28886,1,4000
28915,0,2000
28939,0,2000
28942,1,2000
28983,1,1000
29000,1,4000
29018,1,2400
29042,1,3000
29071,1,11000
29074,1,4600
29105,1,3000
29129,0,4000
29140,0,2400
29180,1,1800
29198,0,4000
29212,1,6400
29234,1,1000
29264,1,1400
29271,1,4000
29308,1,1000
29335,1,5000
29342,1,2000
29381,1,3000
29404,1,2600
29405,1,8600
29441,0,1600
29461,1,2400
29468,1,2400
29495,0,1200
29538,1,2000
29540,0,4000
29562,1,1600
29589,1,4000
29594,0,1200
29628,0,1000
29654,1,6000
29662,1,3000
29691,1,1000
29711,1,1600
29719,1,4000
29752,1,1000
29785,1,200
29788,0,7000
29823,1,2000
29839,0,3000
29847,0,2000
29874,1,1400
29906,0,2000
29914,0,4000
29949,0,1800
29970,1,6000
29975,0,4200
29998,1,2400
30042,1,1600
30044,1,5800
30067,0,2000
30090,1,3000
30104,0,4000
30120,1,1400
30157,1,6000
30166,1,5000
30202,1,1600
30232,1,5000
30234,1,3800
30259,1,1000
30283,1,4000
30291,0,6200
30317,1,2000
30355,1,4000
30356,1,4400
30372,1,1000
30420,0,4000
30424,1,5200
30455,1,2000
30485,1,2400
30488,1,3000
30516,1,1600
30551,1,4000
30552,0,4000
30582,1,2000
30594,1,2000
30614,0,3800
30631,1,1000
30675,0,1600
30676,0,1000
30703,1,1200
30731,1,3200
30734,1,4000
30764,0,1000
30776,1,600
30787,0,2000
30818,1,2000
30849,0,8000
30858,0,10000
30889,1,1200
30906,1,6000
30920,0,2000
30947,1,1000
30981,1,2000
30983,1,2600
31011,1,3200
31037,0,7000
31072,1,2000
31092,0,2000
31093,1,6000
31127,1,1600
31153,0,2000
31164,1,2800
31189,0,2000
31210,1,4400
31218,0,5000
31267,1,1000
31281,0,5600
31299,1,4000
31332,1,1000
31351,1,4000
31359,1,4000
31396,1,4000
31409,1,3000
31431,1,8600
31465,0,1000
31487,1,5000
31495,0,5000
31529,0,1000
31542,1,2400
31553,1,1600
31589,1,1000
31607,1,2000
31611,1,4000
31655,1,1000
31687,1,2400
31689,0,4000
31717,1,1800
31740,1,4000
31748,1,2000
31780,1,2000
31809,1,4000
31812,0,2000
31849,1,3000
31872,1,2800
31875,1,7400
31913,1,3000
31930,1,6000
31948,1,5000
31980,0,2000
32003,1,2000
32011,1,1000
32046,1,1600
32072,1,2000
32077,1,5200
32115,1,1200
32140,1,4000
32148,0,3000
32181,1,1000
32211,0,4000
32213,1,4000
32249,0,1800
32268,0,6000
32283,1,4000
32316,0,1600
32337,1,1000
32345,0,7000
32358,0,1000
32398,0,2000
32408,1,3000
32443,1,2000
32471,1,6000
32473,0,4000
32485,0,4000
32533,1,3000
32535,1,4000
32566,1,2000
32592,1,4000
32593,1,6000
32629,1,1600
32647,1,3000
32653,1,4000
32695,0,1200
32713,1,3600
32729,0,3600
32758,1,1400
32794,0,1400
32805,1,1600
32836,1,1000
32858,0,1000
32869,0,2400
32905,0,1000
32923,0,4000
32933,0,4000
32945,0,1000
32990,1,6000
32994,1,6000
33010,1,1800
33053,1,4400
33055,1,2000
33083,1,1000
33116,1,2400
33118,1,4200
33141,1,1000
33176,1,1400
33186,0,3200
33218,1,2600
33239,1,4000
33246,0,2000
33282,1,2000
33307,1,2000
33312,1,8000
33347,0,1600
33371,1,1600
33374,1,1202
33411,1,1000
33427,0,3000
33429,1,2400
33476,1,1000
33496,1,1800
33507,0,6000
33538,0,1000
33562,1,2000
33566,1,2000
33599,0,2000
33625,0,2800
33626,0,4000
33658,1,2000
33702,0,4000
33703,0,3000
33737,0,1800
33770,0,5000
33772,1,2000
33795,1,1400
33829,1,3200
33834,1,3000
33868,0,1000
33896,0,2000
33899,1,5000
33926,0,2000
33950,1,3000
33966,1,4000
33993,1,800
34009,0,3000
34029,1,3000
34054,1,1000
34083,1,3000
34088,1,2400
34121,1,1000
34150,0,2000
34151,1,2600
34180,1,1400
34202,0,2000
34205,1,200
34238,1,1200
34271,1,2400
34279,0,4000
34310,1,1800
34336,1,2000
34346,1,4000
34377,0,1000
34394,1,2000
34400,1,2000
34422,1,1000
34456,1,1200
34486,1,2000
34512,1,2000
34515,0,1000
34534,0,600
34586,0,800
34607,1,1400
34640,1,2400
34663,0,2000
34677,1,8000
34705,1,1000
34735,1,4000
34739,1,2000
34769,1,1400
34792,1,4000
34801,0,6000
34832,0,1600
34853,1,6000
34857,1,6000
34899,1,2200
34925,1,2400
34926,1,5000
34964,1,1000
34993,0,4000
34995,1,2000
35028,0,2000
35057,1,2000
35068,1,1600
35097,1,2000
35115,1,2400
35122,0,4000
35163,0,1400
35188,0,10000
35202,0,4000
35230,1,1000
35258,0,2400
35268,1,6600
35303,1,2000
35314,0,2600
35324,1,2000
35365,0,3000
35389,1,2200
35396,1,2600
35424,1,2000
35463,1,2000
35465,1,2400
35497,1,3000
35517,1,7200
35519,1,6000
35558,0,2000
35576,1,4000
35592,1,4800
35628,0,1000
35642,1,1200
35650,1,1200
35683,1,2000
35702,1,3000
35721,0,6000
35754,1,2000
35784,0,2000
35786,1,3000
35816,0,1000
35845,1,2000
35846,1,1400
35875,1,1600
35899,1,5000
35901,1,4000
35934,1,1000
35964,1,4200
35975,1,2400
36000,1,3000
36033,0,6000
36039,1,8000
36070,1,1000
36099,1,400
36100,0,4000
36143,1,1400
36170,1,2000
36173,0,4000
36204,1,1000
36227,1,5400
36235,1,2000
36272,1,1000
36298,1,6000
36302,0,2000
36331,1,4000
36371,1,7000
36372,1,5200
36407,0,3000
36431,1,2000
36435,0,4002
36474,1,2000
36505,0,3200
36508,1,4000
36542,1,2000
36576,0,4000
36580,0,4400
36603,0,2400
36636,1,6000
36644,1,4000
36678,1,2000
36696,1,2000
36711,1,6000
36736,1,1800
36759,0,4000
36763,1,4000
36805,0,1200
36841,0,4000
36843,1,6000
36876,1,1000
36898,0,2400
36903,1,3000
36930,1,1000
36959,1,7000
